casePath,time,nCells,totalVolume,hEff,TmaxRoom,TavgRoom,T95Room,roomHotspotThreshold,roomHotspotVolume,roomHotspotVolumeFraction,TmaxRackInlet,TavgRackInlet,T95RackInlet,rackInletRiskThreshold,rackInletHotspotVolume,rackInletHotspotFraction,nRackInletCells,returnOutletTareaAvg,returnOutletTmassFlowAvg,returnOutletOutflowFlux,pressureField,supplyPressureAvg,returnPressureAvg,deltaP_supply_minus_return,caseID,caseName,caseDir,timeSample,Usupply,Tsupply,totalRackPowerW,expectedSupplyFlow,TavgRackRise,T95RackRise,TmaxRackRise,TavgRoomRise,T95RoomRise,TmaxRoomRise,returnTempRise,flowBalanceErrorPercent,pressurePowerProxy,airChangesPerHour,estimatedHeatRemovedW,heatBalanceErrorPercent
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04,4000,105000,105,0.1,333.8298,317.896915733,327.4716,315,73.52,0.700190476189,329.8682,310.817225852,327.0793,305,1.347,0.637784090909,2112,326.191320667,325.949061904,1.0300006764,p_rgh,0.947250567361,0,0.947250567361,C04,highRackLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04_highRackLoad,4000.0,0.75,291.0,30000.0,1.08,19.81722585199998,36.07929999999999,38.8682,26.896915733000014,36.471600000000024,42.82979999999998,34.94906190400002,4.629567000000002,0.9756687251021138,35.31430890514286,43413.054225202584,44.710180750675285
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04,5000,105000,105,0.1,332.6686,317.542209997,328.1908,315,70.084,0.667466666666,329.5879,310.90701804,325.1403,305,1.391,0.658617424242,2112,326.088269333,325.417292039,1.03696240784,p_rgh,0.892158939583,0,0.892158939583,C04,highRackLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04_highRackLoad,5000.0,0.75,291.0,30000.0,1.08,19.907018040000025,34.140300000000025,38.58789999999999,26.542209996999986,37.190800000000024,41.668600000000026,34.41729203900002,3.9849622370370494,0.9251352821659686,35.55299684022857,43041.46225705727,43.47154085685756
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04,6000,105000,105,0.1,336.0611,319.232619644,329.3308,315,76.753,0.73098095238,334.0181,315.558230303,330.1436,305,1.552,0.734848484848,2112,325.137773,323.879847179,1.04598930065,p_rgh,0.734168488194,0,0.734168488194,C04,highRackLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04_highRackLoad,6000.0,0.75,291.0,30000.0,1.08,24.558230303000016,39.14359999999999,43.018100000000004,28.23261964400001,38.33080000000001,45.06110000000001,32.87984717900002,3.149138828703704,0.7679323835253099,35.862490308,41476.71383762678,38.25571279208928
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04,7000,105000,105,0.1,334.1477,318.005589784,329.0537,315,70.738,0.673695238094,332.5809,314.76951553,330.5527,305,1.507,0.713541666667,2112,323.023877,321.761932184,1.0433609004,p_rgh,0.773940160417,0,0.773940160417,C04,highRackLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04_highRackLoad,7000.0,0.75,291.0,30000.0,1.08,23.76951552999998,39.552700000000016,41.580899999999986,27.005589783999994,38.05369999999999,43.147699999999986,30.76193218399999,3.3925092222222326,0.8074989026284015,35.772373728,38707.531497419615,29.025104991398717
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04,8000,105000,105,0.1,338.5703,319.113060113,330.2489,315,73.079,0.695990476189,335.2823,315.357012595,331.9208,305,1.479,0.700284090909,2112,322.308082,320.604218897,1.04447164806,p_rgh,0.790452983333,0,0.790452983333,C04,highRackLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C04_highRackLoad,8000.0,0.75,291.0,30000.0,1.08,24.357012595000015,40.920799999999986,44.28230000000002,28.113060113000017,39.24889999999999,47.570299999999975,29.60421889700001,3.28966221666667,0.8256057302157622,35.81045650491429,37290.44536485959,24.30148454953196
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,4000,105000,105,0.1,348.9449,332.333012172,343.7489,315,99.6170000001,0.948733333333,346.7835,329.243491004,342.7555,305,1.814,0.858901515152,2112,336.079600333,334.887454272,0.73000067123,p_rgh,0.755767747222,0,0.755767747222,C06,worstCase_lowFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,4000.0,0.5,291.0,30000.0,0.7200000000000001,38.24349100400002,51.755499999999984,55.783500000000004,41.333012172,52.74889999999999,57.94490000000002,43.887454272000014,1.388982115277767,0.551710962766045,25.02859444217143,38637.672519025946,28.792241730086484
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,5000,105000,105,0.1,349.4088,332.291285443,341.6774,315,98.5730000001,0.93879047619,346.0494,327.684337547,343.345,305,1.825,0.864109848485,2112,338.546251,338.119218752,0.72183260058,p_rgh,0.988551053472,0,0.988551053472,C06,worstCase_lowFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,5000.0,0.5,291.0,30000.0,0.7200000000000001,36.684337546999984,52.34500000000003,55.04939999999999,41.29128544299999,50.67739999999998,58.408799999999985,47.119218751999995,0.25452785833331926,0.7135683777337923,24.748546305599998,41018.698980119196,36.728996600397316
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,6000,105000,105,0.1,345.3036,331.506204782,341.3924,315,97.0230000001,0.924028571428,343.9139,327.670456676,339.6992,305,1.845,0.873579545455,2112,337.768460333,337.776323832,0.70876593025,p_rgh,0.821336975694,0,0.821336975694,C06,worstCase_lowFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,6000.0,0.5,291.0,30000.0,0.7200000000000001,36.670456676000015,48.69920000000002,52.91390000000001,40.506204782,50.39240000000001,54.30360000000002,46.776323832,1.560287465277788,0.5821356656264796,24.300546179999998,39983.078397402045,33.27692799134015
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,7000,105000,105,0.1,349.3262,331.883987756,341.561,315,98.7180000001,0.940171428571,346.2273,327.434061837,341.8683,305,1.789,0.847064393939,2112,340.286419,339.009287274,0.72606532024,p_rgh,0.933602314583,0,0.933602314583,C06,worstCase_lowFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,7000.0,0.5,291.0,30000.0,0.7200000000000001,36.434061837,50.86829999999998,55.227300000000014,40.88398775600001,50.56099999999998,58.32619999999997,48.00928727399997,0.8424055888888817,0.6778562635145111,24.893668122514285,42038.60151814368,40.1286717271456
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,8000,105000,105,0.1,350.1525,333.161878373,343.257,315,100.564,0.957752380952,347.6725,329.286361174,345.4881,305,1.841,0.871685606061,2112,335.020586333,332.033152503,0.70077437658,p_rgh,0.788096605556,0,0.788096605556,C06,worstCase_lowFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,8000.0,0.5,291.0,30000.0,0.7200000000000001,38.28636117399998,54.488099999999974,56.672500000000014,42.16187837299998,52.257000000000005,59.152499999999975,41.033152503,2.6702254750000156,0.5522779074433201,24.026550054171427,34678.508128468675,15.595027094895583
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,4000,105000,105,0.1,328.1562,311.893912562,320.9309,315,38.98,0.371238095238,325.5928,308.826723674,323.481,305,1.29,0.610795454545,2112,317.7692,317.528211271,1.3860339754,p_rgh,0.740424407639,0,0.740424407639,C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,4000.0,1.0,291.0,30000.0,1.4400000000000002,17.826723673999993,32.480999999999995,34.59280000000001,20.893912562000025,29.93090000000001,37.15620000000001,26.528211270999975,3.747640597222237,1.0262533852030733,47.521164870857135,44343.41656660339,47.81138855534463
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,5000,105000,105,0.1,330.252,311.332842653,320.6567,315,35.218,0.335409523809,327.5152,304.477468419,321.1128,305,0.912,0.431818181818,2112,317.913851667,317.690766124,1.3551520476,p_rgh,0.729984344444,0,0.729984344444,C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,5000.0,1.0,291.0,30000.0,1.4400000000000002,13.47746841899999,30.112799999999993,36.51519999999999,20.332842653,29.6567,39.25200000000001,26.690766123999992,5.892218916666672,0.9892397790892303,46.46235591771429,43621.075916131274,45.40358638710425
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,6000,105000,105,0.1,327.5226,311.544065065,320.3521,315,34.637,0.329876190476,323.1566,306.134211553,320.7981,305,1.088,0.515151515152,2112,316.791911,316.359843626,1.380739219,p_rgh,0.6537608875,0,0.6537608875,C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,6000.0,1.0,291.0,30000.0,1.4400000000000002,15.134211553,29.798099999999977,32.156600000000026,20.544065064999984,29.352100000000007,36.52260000000001,25.359843625999986,4.115332013888895,0.902673297219497,47.33963036571429,42228.48880264317,40.761629342143905
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,7000,105000,105,0.1,330.818,311.619794062,321.2981,315,39.115,0.372523809523,326.5759,305.944825426,321.9668,305,1.098,0.519886363636,2112,317.079803667,316.989091808,1.375881119,p_rgh,0.657017877083,0,0.657017877083,C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,7000.0,1.0,291.0,30000.0,1.4400000000000002,14.944825426000023,30.966799999999978,35.57589999999999,20.619794061999983,30.298099999999977,39.817999999999984,25.989091808000012,4.4527000694444565,0.9039784919239624,47.17306693714286,43124.028266613255,43.74676088871085
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,8000,105000,105,0.1,329.1521,312.17550157,322.1365,315,42.985,0.40938095238,323.9851,304.834092661,320.1558,305,1.003,0.47490530303,2112,315.589947667,315.259641463,1.391732822,p_rgh,0.584382404167,0,0.584382404167,C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,8000.0,1.0,291.0,30000.0,1.4400000000000002,13.834092661,29.1558,32.98509999999999,21.175501569999994,31.136500000000012,38.15210000000002,24.25964146299998,3.3518873611111197,0.8133041724784835,47.71655389714286,40718.104764455056,35.727015881516856
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,4000,105000,105,0.1,326.9485,312.082330595,318.8228,315,37.716,0.3592,320.1085,307.716903835,318.9965,305,1.375,0.651041666667,2112,316.237179,315.875865531,1.0455750357,p_rgh,0.679904217361,0,0.679904217361,C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,4000.0,0.75,291.0,23000.0,1.08,16.716903834999982,27.996500000000026,29.108499999999992,21.082330594999974,27.822799999999972,35.948500000000024,24.875865530999988,3.187496694444452,0.7108908763398082,35.84828693828571,31367.558292716316,36.38068822920137
