caseID,caseName,caseDir,rackID,rackPowerW,TavgRackInlet_mean,TavgRackInlet_std,TavgRackInlet_min,TavgRackInlet_max,TavgRackInlet_final8000,T95RackInlet_mean,T95RackInlet_std,T95RackInlet_min,T95RackInlet_max,T95RackInlet_final8000,TmaxRackInlet_mean,TmaxRackInlet_std,TmaxRackInlet_min,TmaxRackInlet_max,TmaxRackInlet_final8000,rackInletHotspotFraction_mean,rackInletHotspotFraction_std,rackInletHotspotFraction_min,rackInletHotspotFraction_max,rackInletHotspotFraction_final8000,rackInletHotspotVolume_mean,rackInletHotspotVolume_std,rackInletHotspotVolume_min,rackInletHotspotVolume_max,rackInletHotspotVolume_final8000,nRackInletCells_mean,nRackInletCells_std,nRackInletCells_min,nRackInletCells_max,nRackInletCells_final8000,nLateSamples,lateTimeMin,lateTimeMax
C07,mitigation_highFlow_highLoad,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,R3,5000.0,307.8901550568,2.9520311210125585,303.218595455,310.903379261,303.218595455,321.32579999999996,3.949866539517499,314.9501,325.6277,314.9501,322.49876000000006,4.228554947378589,315.8883,327.5152,315.8883,0.5414772727272,0.08937808828409381,0.426136363636,0.653409090909,0.426136363636,0.1906,0.03146108707594193,0.15,0.23,0.15,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,L1,3000.0,309.79340931819996,0.725512309295913,309.052374716,310.74849858,310.038665057,320.47906,2.5444905586384055,317.7327,323.6202,322.719,321.34302,2.750664590058192,318.128,324.546,323.8857,0.6545454545453999,0.024652151306849675,0.616477272727,0.681818181818,0.616477272727,0.2304,0.008677557259966651,0.217,0.24,0.217,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,L2,8000.0,306.5933765342,2.139553928155865,303.758434943,309.179064773,309.179064773,319.1748,1.6442513068262947,317.6462,321.8241,318.6341,320.79695999999996,1.8932301875366468,319.1506,323.9621,319.9108,0.5744318181818,0.09280689540482973,0.46875,0.713068181818,0.713068181818,0.20220000000000002,0.03266802718255267,0.165,0.251,0.251,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,L3,3000.0,309.3655139204001,4.488786631283288,301.570899148,312.040203125,312.040203125,315.81360000000006,2.5993688368525,311.8056,318.9967,316.4859,316.52878,2.059027128767362,313.7892,319.4702,316.8735,0.7471590909092,0.20473278984459256,0.414772727273,0.960227272727,0.855113636364,0.263,0.07206594202534232,0.146,0.338,0.301,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,R1,3000.0,309.3490638068,4.614671295282048,304.275094034,315.271299148,315.271299148,318.53553999999997,3.8566817133385554,313.1785,323.4002,323.4002,319.14418,3.5441370680322164,314.4493,323.853,323.853,0.6636363636364,0.09803400594862381,0.53125,0.786931818182,0.786931818182,0.23359999999999997,0.03450797009387832,0.187,0.277,0.277,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,R2,3000.0,305.44305125,1.8297990402749182,303.874485795,308.577474148,308.577474148,315.4725,2.0724053838474816,312.2408,317.5743,316.9273,316.11962000000005,2.2868437653237126,312.8176,318.9944,317.2221,0.5960227272728,0.07973293652786151,0.471590909091,0.690340909091,0.690340909091,0.2098,0.028065993657805877,0.166,0.243,0.243,352.0,0.0,352,352,352,5,4000.0,8000.0
C05,overloadedRack_L2,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,R3,3000.0,305.2889463068,1.406254982617731,303.965188636,307.431526989,303.965188636,316.17058,1.802115209136205,313.9262,318.1397,315.2359,317.3365,1.4855341934805713,315.8835,318.993,316.2488,0.5744318181820001,0.036458948243615084,0.528409090909,0.630681818182,0.528409090909,0.2022,0.012833549781724463,0.186,0.222,0.186,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,L1,3000.0,316.6401403974,3.68929933339118,312.455869034,320.522832386,316.147238352,326.89058,1.6394873579872427,325.1901,328.7175,328.1488,328.30364,1.9522530145962291,326.2202,331.1813,331.1813,0.819318181818,0.06787335526837183,0.710227272727,0.880681818182,0.829545454545,0.28840000000000005,0.02389142105442872,0.25,0.31,0.292,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,L2,8000.0,317.588575284,4.3676618721185925,310.758063352,321.018208807,320.946838352,329.4032,4.2501301409486185,323.3457,333.7865,333.7865,331.11732,4.0951868757115335,325.5736,335.2257,335.1122,0.8113636363637999,0.047008247254301735,0.75,0.872159090909,0.826704545455,0.28559999999999997,0.01654690303349843,0.264,0.307,0.291,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,L3,3000.0,317.0485423294,3.8546889746745476,310.511115909,320.446825284,310.511115909,328.34708,2.83890200993271,324.3154,332.2681,324.3154,329.21706,2.320381224712872,326.7512,332.9228,326.7512,0.7897727272726,0.03992462875702461,0.727272727273,0.835227272727,0.727272727273,0.27799999999999997,0.014053469322555185,0.256,0.294,0.256,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,R1,3000.0,315.85121113639997,4.438650060302942,309.641304261,321.496201989,314.892912784,327.30620000000005,5.017915885106074,323.1489,332.8633,324.3985,328.52246,4.6060166980808965,323.9414,333.6113,325.3814,0.7897727272728,0.04973619715894468,0.701704545455,0.818181818182,0.818181818182,0.27799999999999997,0.017507141400011587,0.247,0.288,0.288,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,R2,3000.0,316.3135720456,2.912649239762455,312.948902841,320.665513068,317.472742898,327.11391999999995,2.509428931450352,323.7229,329.3344,327.8743,327.87353999999993,2.1109762855134107,325.405,330.0218,328.4624,0.809659090909,0.022097086911790378,0.786931818182,0.832386363636,0.786931818182,0.285,0.007778174593052003,0.277,0.293,0.277,352.0,0.0,352,352,352,5,4000.0,8000.0
C08,overloadedRack_L2_lowFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,R3,3000.0,319.3999718182,4.773785978435004,315.089041761,327.236993182,316.290255398,327.9561,3.531055208432731,324.1445,332.3617,324.8901,328.57742,3.5998766926104673,324.3315,332.9562,325.6966,0.8443181818179999,0.08601435800526928,0.778409090909,0.988636363636,0.798295454545,0.2972,0.030277054017853168,0.274,0.348,0.281,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,L1,3000.0,303.4882761362,2.208866686689636,301.445074148,306.249316761,306.249316761,313.20598,2.386578043349956,309.4247,315.5923,315.5923,314.03285999999997,2.486510139331816,310.2531,316.8873,316.8873,0.43409090909099995,0.114932241761501,0.315340909091,0.573863636364,0.573863636364,0.1528,0.04045614909998232,0.111,0.202,0.202,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,L2,8000.0,300.244090341,1.338601698601008,298.622101989,301.968233523,299.57169858,312.18178,1.110446204009903,311.1905,313.4747,311.4345,314.01930000000004,1.0396530310637218,312.5102,314.9303,313.3765,0.30965909090919996,0.05918371209088194,0.255681818182,0.409090909091,0.28125,0.10899999999999999,0.020832666655999657,0.09,0.144,0.099,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,L3,3000.0,301.68126607939996,3.899190060162308,298.364875568,308.118091193,302.480069602,313.52682,1.9526118513416968,311.799,316.6614,313.0798,314.69122,1.7194065769910283,312.5309,317.2041,313.9006,0.3607954545454,0.17266558408001484,0.184659090909,0.639204545455,0.394886363636,0.127,0.06077828559609098,0.065,0.225,0.139,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,R1,3000.0,297.20680363639997,1.5555985089904394,295.69035,299.225313068,298.497746307,307.04100000000005,4.213387855989524,302.8686,313.5987,308.651,308.76521999999994,3.8624682519083433,305.2142,314.556,310.8239,0.114772727272762,0.11512869528168795,0.00284090909091,0.272727272727,0.198863636364,0.040400000000000005,0.04052530073916787,0.001,0.096,0.07,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,R2,3000.0,297.26749579520003,2.2271158840379575,294.127747727,299.421366477,295.824359375,306.79036,5.24492231572595,299.8057,312.4143,304.6358,308.47655999999995,4.079744016847134,304.8109,312.9137,304.983,0.14090909090928,0.15932663137389277,0.0,0.326704545455,0.0,0.0496,0.056082974243526,0.0,0.115,0.0,352.0,0.0,352,352,352,5,4000.0,8000.0
C09,overloadedRack_L2_highFlow,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,R3,3000.0,299.24822863640003,1.3585603585656416,297.87583125,300.947778125,300.426339489,311.26020000000005,1.444243026640599,309.7264,313.0928,310.9046,312.14248000000003,1.3385829623149959,310.2271,313.5822,311.4392,0.27102272727279997,0.08599558987094622,0.139204545455,0.349431818182,0.349431818182,0.0954,0.030270447634615512,0.049,0.123,0.123,352.0,0.0,352,352,352,5,4000.0,8000.0
