"Q","T","U:0","U:1","U:2","Umag","Ux","Uy","Uz","epsilon","k","nut","p","p_rgh","vorticity:0","vorticity:1","vorticity:2","wallHeatFlux","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.18207,321.83,0.0095069,-0.11274,-0.038838,0.1218,0.0095069,-0.11274,-0.038838,0.0055152,0.022973,0.0080937,-16.116,0.30537,-0.57023,-0.23888,-0.31113,0,0,0,0,0,1,0.56,0.56,2.5,1.5
-0.19067,321.69,0.013152,-0.12432,-0.032238,0.13027,0.013152,-0.12432,-0.032238,0.0055748,0.023182,0.0081522,-16.116,0.30449,-0.55444,-0.22976,-0.27813,0,0,0,0,0,1,0.58333,0.58333,2.5,1.5
-0.19738,321.57,0.017124,-0.13478,-0.026016,0.13853,0.017124,-0.13478,-0.026016,0.0056056,0.023322,0.0082063,-16.116,0.30338,-0.53593,-0.21785,-0.24126,0,0,0,0,0,1,0.60667,0.60667,2.5,1.5
-0.19941,321.48,0.021913,-0.14245,-0.020739,0.14626,0.021913,-0.14245,-0.020739,0.0055642,0.023294,0.0082494,-16.116,0.30173,-0.51058,-0.19895,-0.19473,0,0,0,0,0,1,0.63,0.63,2.5,1.5
-0.20145,321.39,0.026702,-0.15011,-0.015462,0.15399,0.026702,-0.15011,-0.015462,0.0055229,0.023266,0.0082925,-16.116,0.30008,-0.48524,-0.18005,-0.14821,0,0,0,0,0,1,0.65333,0.65333,2.5,1.5
-0.20348,321.3,0.03149,-0.15778,-0.010185,0.16172,0.03149,-0.15778,-0.010185,0.0054815,0.023238,0.0083356,-16.116,0.29843,-0.4599,-0.16115,-0.10168,0,0,0,0,0,1,0.67667,0.67667,2.5,1.5
-0.20551,321.21,0.036279,-0.16545,-0.0049083,0.16945,0.036279,-0.16545,-0.0049083,0.0054401,0.02321,0.0083788,-16.116,0.29678,-0.43456,-0.14225,-0.055151,0,0,0,0,0,1,0.7,0.7,2.5,1.5
-0.19979,321.18,0.041502,-0.16861,-0.0014348,0.17392,0.041502,-0.16861,-0.0014348,0.0053717,0.023119,0.0084219,-16.117,0.29425,-0.41071,-0.11926,-0.0063702,0,0,0,0,0,1,0.72333,0.72333,2.5,1.5
-0.19407,321.15,0.046725,-0.17176,0.0020387,0.17839,0.046725,-0.17176,0.0020387,0.0053032,0.023029,0.0084651,-16.117,0.29172,-0.38686,-0.096274,0.04241,0,0,0,0,0,1,0.74667,0.74667,2.5,1.5
-0.18835,321.12,0.051948,-0.17492,0.0055122,0.18286,0.051948,-0.17492,0.0055122,0.0052347,0.022938,0.0085083,-16.118,0.28919,-0.36302,-0.073285,0.091191,0,0,0,0,0,1,0.77,0.77,2.5,1.5
-0.18263,321.1,0.05717,-0.17808,0.0089856,0.18733,0.05717,-0.17808,0.0089856,0.0051663,0.022848,0.0085515,-16.118,0.28666,-0.33917,-0.050297,0.13997,0,0,0,0,0,1,0.79333,0.79333,2.5,1.5
-0.17312,321.1,0.062449,-0.17826,0.011299,0.18943,0.062449,-0.17826,0.011299,0.0051083,0.022777,0.0085953,-16.119,0.28354,-0.32048,-0.029866,0.18527,0,0,0,0,0,1,0.81667,0.81667,2.5,1.5
-0.16209,321.11,0.067751,-0.17727,0.013149,0.19059,0.067751,-0.17727,0.013149,0.0050546,0.022714,0.0086394,-16.12,0.28018,-0.30387,-0.010459,0.22918,0,0,0,0,0,1,0.84,0.84,2.5,1.5
-0.15107,321.12,0.073052,-0.17627,0.014999,0.19174,0.073052,-0.17627,0.014999,0.0050009,0.022652,0.0086834,-16.12,0.27683,-0.28725,0.008949,0.27309,0,0,0,0,0,1,0.86333,0.86333,2.5,1.5
-0.14005,321.13,0.078354,-0.17527,0.016849,0.1929,0.078354,-0.17527,0.016849,0.0049472,0.022589,0.0087275,-16.121,0.27348,-0.27064,0.028357,0.317,0,0,0,0,0,1,0.88667,0.88667,2.5,1.5
-0.12746,321.14,0.083622,-0.17273,0.018265,0.19298,0.083622,-0.17273,0.018265,0.0049012,0.022539,0.0087694,-16.122,0.26979,-0.2579,0.043901,0.35813,0,0,0,0,0,1,0.91,0.91,2.5,1.5
-0.1128,321.16,0.088846,-0.16815,0.0191,0.19164,0.088846,-0.16815,0.0191,0.0048655,0.022507,0.0088083,-16.123,0.26566,-0.25033,0.054295,0.39553,0,0,0,0,0,1,0.93333,0.93333,2.5,1.5
-0.098142,321.17,0.09407,-0.16357,0.019936,0.1903,0.09407,-0.16357,0.019936,0.0048298,0.022474,0.0088473,-16.124,0.26153,-0.24276,0.064689,0.43294,0,0,0,0,0,1,0.95667,0.95667,2.5,1.5
-0.083482,321.18,0.099294,-0.15898,0.020772,0.18896,0.099294,-0.15898,0.020772,0.0047942,0.022442,0.0088862,-16.124,0.2574,-0.23519,0.075082,0.47035,0,0,0,0,0,1,0.98,0.98,2.5,1.5
-0.068857,321.2,0.10448,-0.15394,0.021595,0.18743,0.10448,-0.15394,0.021595,0.0047604,0.022412,0.0089236,-16.125,0.25316,-0.22918,0.083529,0.507,0,0,0,0,0,1,1.0033,1.0033,2.5,1.5
-0.054449,321.19,0.10947,-0.14618,0.022342,0.18475,0.10947,-0.14618,0.022342,0.0047378,0.022394,0.0089514,-16.126,0.24828,-0.23252,0.080296,0.53912,0,0,0,0,0,1,1.0267,1.0267,2.5,1.5
-0.040041,321.19,0.11446,-0.13841,0.02309,0.18208,0.11446,-0.13841,0.02309,0.0047153,0.022376,0.0089791,-16.127,0.24339,-0.23585,0.077062,0.57125,0,0,0,0,0,1,1.05,1.05,2.5,1.5
-0.025633,321.18,0.11945,-0.13065,0.023837,0.17941,0.11945,-0.13065,0.023837,0.0046927,0.022358,0.0090069,-16.128,0.23851,-0.23919,0.073829,0.60337,0,0,0,0,0,1,1.0733,1.0733,2.5,1.5
-0.011225,321.18,0.12444,-0.12288,0.024584,0.17674,0.12444,-0.12288,0.024584,0.0046702,0.02234,0.0090346,-16.129,0.23362,-0.24253,0.070596,0.63549,0,0,0,0,0,1,1.0967,1.0967,2.5,1.5
-0.00064158,321.15,0.12915,-0.11256,0.0264,0.1745,0.12915,-0.11256,0.0264,0.0046581,0.02233,0.0090498,-16.129,0.22816,-0.25585,0.0528,0.66351,0,0,0,0,0,1,1.12,1.12,2.5,1.5
0.0093038,321.13,0.13382,-0.10181,0.028393,0.17233,0.13382,-0.10181,0.028393,0.0046477,0.022323,0.0090629,-16.13,0.2226,-0.27084,0.032576,0.69085,0,0,0,0,0,1,1.1433,1.1433,2.5,1.5
0.019249,321.1,0.13849,-0.091065,0.030386,0.17016,0.13849,-0.091065,0.030386,0.0046374,0.022315,0.0090759,-16.13,0.21703,-0.28583,0.012353,0.7182,0,0,0,0,0,1,1.1667,1.1667,2.5,1.5
0.029195,321.07,0.14316,-0.080317,0.032379,0.16799,0.14316,-0.080317,0.032379,0.004627,0.022307,0.009089,-16.131,0.21147,-0.30082,-0.0078705,0.74554,0,0,0,0,0,1,1.19,1.19,2.5,1.5
0.035654,321.04,0.14766,-0.068069,0.03596,0.16791,0.14766,-0.068069,0.03596,0.0046192,0.022297,0.0090963,-16.131,0.20563,-0.31882,-0.035456,0.76604,0,0,0,0,0,1,1.2133,1.2133,2.5,1.5
0.039498,321.01,0.15202,-0.054697,0.040733,0.16939,0.15202,-0.054697,0.040733,0.0046132,0.022286,0.0090992,-16.132,0.19958,-0.33907,-0.068563,0.7814,0,0,0,0,0,1,1.2367,1.2367,2.5,1.5
0.043342,320.97,0.15639,-0.041324,0.045505,0.17088,0.15639,-0.041324,0.045505,0.0046073,0.022275,0.009102,-16.132,0.19354,-0.35932,-0.10167,0.79677,0,0,0,0,0,1,1.26,1.26,2.5,1.5
0.047186,320.94,0.16075,-0.027952,0.050277,0.17236,0.16075,-0.027952,0.050277,0.0046013,0.022264,0.0091049,-16.132,0.18749,-0.37957,-0.13478,0.81214,0,0,0,0,0,1,1.2833,1.2833,2.5,1.5
