grid,cells,hEff,TavgRackInlet_mean,TavgRackInlet_std,T95RackInlet_mean,T95RackInlet_std,rackRiskFraction305_mean,rackRiskFraction305_std,TavgRoom_mean,T95Room_mean,roomHotspotFraction315_mean,deltaP_mean,role
grid_07,38220,0.140055296987,302.95744,0.848158551215513,313.91066,1.0445387513156223,0.4974074,0.04344163977717694,307.12912,314.16934000000003,0.031889363999999996,0.597879,coarse reference
grid_10,105000,0.1,302.6945,1.376887874883058,313.54242,0.6383216015458159,0.48106062000000005,0.08701889316459961,307.12309999999997,313.5129,0.016120003,0.56615826,production mesh candidate
grid_14,285180,0.0716731917333,302.04024,1.0673927688531588,311.92830000000004,1.2419386438145756,0.4489736,0.06796607143248021,306.7276,312.94449999999995,0.0091438068,0.58262634,fine reference
